"number";"r IL_meas";"i IL_meas"
827;0.672089;0
828;0.474603;0
829;0.558274;0
830;0.426307;0
831;0.590407;0
832;0.483906;0
833;0.517966;0
834;0.647505;0
835;0.551059;0
836;0.543085;0
837;0.598098;0
838;0.667989;0
839;0.506216;0
840;0.67634;0
841;0.555235;0
842;0.618116;0
843;0.506991;0
844;0.602296;0
845;0.583289;0
846;0.479683;0
847;0.563668;0
848;0.406949;0
849;0.581456;0
850;0.430831;0
851;0.594205;0
852;0.610093;0
853;0.499055;0
854;0.64239;0
855;0.589135;0
856;0.593646;0
857;0.708476;0
858;0.664171;0
859;0.592787;0
860;0.51365;0
861;0.541067;0
862;0.508259;0
863;0.615005;0
864;0.556565;0
865;0.476084;0
866;0.606009;0
867;0.552371;0
868;0.635443;0
869;0.459543;0
870;0.768179;0
871;0.545695;0
872;0.597121;0
873;0.548595;0
874;0.556148;0
875;0.572521;0
876;0.613609;0
877;0.511233;0
878;0.691407;0
879;0.765787;0
880;0.60146;0
881;0.782978;0
882;0.575249;0
883;0.623848;0
884;0.464246;0
885;0.574169;0
886;0.420103;0
887;0.515312;0
888;0.631666;0
889;0.551446;0
890;0.574791;0
891;0.59715;0
892;0.672558;0
893;0.51503;0
894;0.56577;0
895;0.574467;0
896;0.473913;0
897;0.496854;0
898;0.579694;0
899;0.635242;0
900;0.563317;0
901;0.687854;0
902;0.513178;0
903;0.678876;0
904;0.496036;0
905;0.460982;0
906;0.535811;0
907;0.57362;0
908;0.606733;0
909;0.551893;0
910;0.450978;0
911;0.539669;0
912;0.661459;0
913;0.598942;0
914;0.47051;0
915;0.601027;0
916;0.462993;0
917;0.543546;0
918;0.447081;0
919;0.428513;0
920;0.478483;0
921;0.56594;0
922;0.479396;0
923;0.587789;0
924;0.646441;0
925;0.507948;0
926;0.589849;0
927;0.56893;0
928;0.548802;0
929;0.417868;0
930;0.50139;0
931;0.597656;0
932;0.549478;0
933;0.723636;0
934;0.640102;0
935;0.581957;0
936;0.507675;0
937;0.537558;0
938;0.584441;0
939;0.50867;0
940;0.633569;0
941;0.574554;0
942;0.519709;0
943;0.514054;0
944;0.52018;0
945;0.775641;0
946;0.540655;0
947;0.464647;0
948;0.576093;0
949;0.633008;0
950;0.593817;0
951;0.628706;0
952;0.603074;0
953;0.630903;0
954;0.563754;0
955;0.540649;0
956;0.625559;0
957;0.556243;0
958;0.612029;0
959;0.586774;0
960;0.500825;0
961;0.631656;0
962;0.58419;0
963;0.705916;0
964;0.657453;0
965;0.560213;0
966;0.460104;0
967;0.506293;0
968;0.56443;0
969;0.587983;0
970;0.470874;0
971;0.5319;0
972;0.501702;0
973;0.476372;0
974;0.668204;0
975;0.624125;0
976;0.488059;0
977;0.446958;0
978;0.499373;0
979;0.499191;0
980;0.507335;0
981;0.570073;0
982;0.498898;0
983;0.465074;0
984;0.591778;0
985;0.644479;0
986;0.657409;0
987;0.556943;0
988;0.712948;0
989;0.533385;0
990;0.562096;0
991;0.574939;0
992;0.590471;0
993;0.562183;0
994;0.444478;0
995;0.592263;0
996;0.884988;0
997;0.696101;0
998;0.580375;0
999;0.638807;0
1000;0.754939;0
1001;0.569338;0
1002;0.717647;0
1003;0.521558;0
1004;0.551135;0
1005;0.559324;0
1006;0.546521;0
1007;0.47672;0
1008;0.57845;0
1009;0.600841;0
1010;0.541899;0
1011;0.530941;0
1012;0.617387;0
1013;0.678301;0
1014;0.666619;0
1015;0.600633;0
1016;0.586785;0
1017;0.668452;0
1018;0.519393;0
1019;0.476546;0
1020;0.535574;0
1021;0.628928;0
1022;0.510991;0
1023;0.623115;0
1024;0.563946;0
1025;0.600496;0
1026;0.522203;0
1027;0.558089;0
1028;0.610833;0
1029;0.632365;0
1030;0.621271;0
1031;0.54856;0
1032;0.564856;0
1033;0.613877;0
1034;0.433328;0
1035;0.743907;0
1036;0.549267;0
1037;0.515407;0
1038;0.483322;0
1039;0.582495;0
1040;0.507529;0
1041;0.533053;0
1042;0.521408;0
1043;0.505059;0
1044;0.530442;0
1045;0.466396;0
1046;0.54524;0
1047;0.477619;0
1048;0.621553;0
1049;0.447831;0
1050;0.630533;0
1051;0.579148;0
1052;0.554398;0
1053;0.596124;0
1054;0.489288;0
1055;0.493192;0
1056;0.715174;0
1057;0.711941;0
1058;0.494476;0
1059;0.474839;0
1060;0.538255;0
1061;0.670338;0
1062;0.590582;0
1063;0.484562;0
1064;0.635203;0
1065;0.614547;0
1066;0.656072;0
